"","num","date","signatory","joint_signatory"
"1","1860","20190521","SACCANI GLORIA","APREA VALENTINA"
"2","1860","20190521","SACCANI GLORIA","MARIN MARCO"
"3","1860","20190521","SACCANI GLORIA","MINARDO ANTONINO"
"4","1860","20190521","SACCANI GLORIA","PALMIERI ANTONIO"
"5","1860","20190521","SACCANI GLORIA","CASCIELLO LUIGI"
"6","1860","20190521","SACCANI GLORIA","SORTE ALESSANDRO"
"7","1880","20190531","NOVELLI ROBERTO","SAVINO SANDRA"
"8","1880","20190531","NOVELLI ROBERTO","PETTARIN GUIDO GERMANO"
"9","1890","20190605","DI LAURO CARMELA","PALMISANO VALENTINA"
"10","1890","20190605","DI LAURO CARMELA","SARLI DORIANA"
"11","1890","20190605","DI LAURO CARMELA","DORI DEVIS"
"12","1890","20190605","DI LAURO CARMELA","D'ARRANDO CELESTE"
"13","1934","20190626","DEIDDA SALVATORE","BUTTI ALESSIO"
"14","1934","20190626","DEIDDA SALVATORE","CIRIELLI EDMONDO"
"15","1934","20190626","DEIDDA SALVATORE","DONZELLI GIOVANNI"
"16","1934","20190626","DEIDDA SALVATORE","ROTELLI MAURO"
"17","1934","20190626","DEIDDA SALVATORE","ZUCCONI RICCARDO"
"18","1934","20190626","DEIDDA SALVATORE","VARCHI MARIA CAROLINA"
"19","1934","20190626","DEIDDA SALVATORE","SILVESTRONI MARCO"
"20","1934","20190626","DEIDDA SALVATORE","MOLLICONE FEDERICO"
"21","1934","20190626","DEIDDA SALVATORE","DE CARLO LUCA"
"22","1934","20190626","DEIDDA SALVATORE","GALANTINO DAVIDE"
"23","1934","20190626","DEIDDA SALVATORE","CARETTA MARIA CRISTINA"
"24","1934","20190626","DEIDDA SALVATORE","MASCHIO CIRO"
"25","1934","20190626","DEIDDA SALVATORE","CIABURRO MONICA"
"26","1934","20190626","DEIDDA SALVATORE","PRISCO EMANUELE"
"27","1892","20190605","INVIDIA NICCOLO'","BERTI FRANCESCO"
"28","1892","20190605","INVIDIA NICCOLO'","CIPRINI TIZIANA"
"29","1892","20190605","INVIDIA NICCOLO'","MASI ANGELA"
"30","1892","20190605","INVIDIA NICCOLO'","SCANU LUCIA"
"31","1892","20190605","INVIDIA NICCOLO'","SIRAGUSA ELISA"
"32","1892","20190605","INVIDIA NICCOLO'","TRIPIEDI DAVIDE"
"33","1892","20190605","INVIDIA NICCOLO'","VACCA GIANLUCA"
"34","1892","20190605","INVIDIA NICCOLO'","GIARRIZZO ANDREA"
"35","1892","20190605","INVIDIA NICCOLO'","PAXIA MARIA LAURA"
"36","1892","20190605","INVIDIA NICCOLO'","RIZZONE MARCO"
"37","1892","20190605","INVIDIA NICCOLO'","CUBEDDU SEBASTIANO"
"38","1892","20190605","INVIDIA NICCOLO'","CILLIS LUCIANO"
"39","1892","20190605","INVIDIA NICCOLO'","BERARDINI FABIO"
"40","1892","20190605","INVIDIA NICCOLO'","SUT LUCA"
"41","1198","20180926","BAZZARO ALEX","PETTAZZI LINO"
"42","1198","20180926","BAZZARO ALEX","FANTUZ MARICA"
"43","1198","20180926","BAZZARO ALEX","TIRAMANI PAOLO"
"44","1198","20180926","BAZZARO ALEX","RIBOLLA ALBERTO"
"45","1198","20180926","BAZZARO ALEX","GOBBATO CLAUDIA"
"46","1198","20180926","BAZZARO ALEX","VALLOTTO SERGIO"
"47","1198","20180926","BAZZARO ALEX","COLMELLERE ANGELA"
"48","1198","20180926","BAZZARO ALEX","BUBISUTTI AURELIA"
"49","1203","20180927","RACCHELLA GERMANO","VINCI GIANLUCA"
"50","1203","20180927","RACCHELLA GERMANO","BIANCHI MATTEO LUIGI"
"51","1203","20180927","RACCHELLA GERMANO","BILLI SIMONE"
"52","1203","20180927","RACCHELLA GERMANO","BINELLI DIEGO"
"53","1203","20180927","RACCHELLA GERMANO","BOLDI ROSSANA LIDIA"
"54","1203","20180927","RACCHELLA GERMANO","BORDONALI SIMONA"
"55","1203","20180927","RACCHELLA GERMANO","CAPITANIO MASSIMILIANO"
"56","1203","20180927","RACCHELLA GERMANO","COLLA JARI"
"57","1203","20180927","RACCHELLA GERMANO","CRIPPA ANDREA"
"58","1203","20180927","RACCHELLA GERMANO","DE ANGELIS SARA"
"59","1203","20180927","RACCHELLA GERMANO","DE MARTINI GUIDO"
"60","1203","20180927","RACCHELLA GERMANO","FERRARI ROBERTO PAOLO"
"61","1203","20180927","RACCHELLA GERMANO","FORMENTINI PAOLO"
"62","1203","20180927","RACCHELLA GERMANO","FURGIUELE DOMENICO"
"63","1203","20180927","RACCHELLA GERMANO","GASTALDI FLAVIO"
"64","1203","20180927","RACCHELLA GERMANO","GRIMOLDI PAOLO"
"65","1203","20180927","RACCHELLA GERMANO","INVERNIZZI CRISTIAN"
"66","1203","20180927","RACCHELLA GERMANO","LAZZARINI ARIANNA"
"67","1203","20180927","RACCHELLA GERMANO","LOCATELLI ALESSANDRA"
"68","1203","20180927","RACCHELLA GERMANO","LUCCHINI ELENA"
"69","1203","20180927","RACCHELLA GERMANO","MAGGIONI MARCO"
"70","1203","20180927","RACCHELLA GERMANO","MOLINARI RICCARDO"
"71","1203","20180927","RACCHELLA GERMANO","MORELLI ALESSANDRO"
"72","1203","20180927","RACCHELLA GERMANO","PAGANO ALESSANDRO SARO ALFONSO"
"73","1203","20180927","RACCHELLA GERMANO","PAOLINI LUCA RODOLFO"
"74","1203","20180927","RACCHELLA GERMANO","PICCOLO TIZIANA"
"75","1203","20180927","RACCHELLA GERMANO","SASSO ROSSANO"
"76","1203","20180927","RACCHELLA GERMANO","STEFANI ALBERTO"
"77","1203","20180927","RACCHELLA GERMANO","TARANTINO LEONARDO"
"78","1203","20180927","RACCHELLA GERMANO","TONELLI GIANNI"
"79","1203","20180927","RACCHELLA GERMANO","LOLINI MARIO"
"80","1203","20180927","RACCHELLA GERMANO","ZIELLO EDOARDO"
"81","753","20180620","BARONI MASSIMO ENRICO","DIENI FEDERICA"
"82","753","20180620","BARONI MASSIMO ENRICO","FONTANA ILARIA"
"83","753","20180620","BARONI MASSIMO ENRICO","FRUSONE LUCA"
"84","753","20180620","BARONI MASSIMO ENRICO","LIUZZI MIRELLA"
"85","753","20180620","BARONI MASSIMO ENRICO","LOREFICE MARIALUCIA"
"86","753","20180620","BARONI MASSIMO ENRICO","LORENZONI GABRIELE"
"87","753","20180620","BARONI MASSIMO ENRICO","MAMMI' STEFANIA"
"88","753","20180620","BARONI MASSIMO ENRICO","MISITI CARMELO MASSIMO"
"89","753","20180620","BARONI MASSIMO ENRICO","NAPPI SILVANA"
"90","753","20180620","BARONI MASSIMO ENRICO","NESCI DALILA"
"91","753","20180620","BARONI MASSIMO ENRICO","PENNA LEONARDO SALVATORE"
"92","753","20180620","BARONI MASSIMO ENRICO","SARLI DORIANA"
"93","753","20180620","BARONI MASSIMO ENRICO","TERZONI PATRIZIA"
"94","753","20180620","BARONI MASSIMO ENRICO","TROIANO FRANCESCA"
"95","753","20180620","BARONI MASSIMO ENRICO","VOLPI LEDA"
"96","753","20180620","BARONI MASSIMO ENRICO","ZOLEZZI ALBERTO"
"97","753","20180620","BARONI MASSIMO ENRICO","LAPIA MARA"
"98","753","20180620","BARONI MASSIMO ENRICO","TRIZZINO GIORGIO"
"99","753","20180620","BARONI MASSIMO ENRICO","MENGA ROSA"
"100","753","20180620","BARONI MASSIMO ENRICO","SPORTIELLO GILDA"
"101","753","20180620","BARONI MASSIMO ENRICO","SALAFIA ANGELA"
"102","753","20180620","BARONI MASSIMO ENRICO","D'ARRANDO CELESTE"
"103","753","20180620","BARONI MASSIMO ENRICO","SAPIA FRANCESCO"
"104","753","20180620","BARONI MASSIMO ENRICO","PROVENZA NICOLA"
"105","755","20180620","CARFAGNA MARIA ROSARIA","FASANO VINCENZO"
"106","755","20180620","CARFAGNA MARIA ROSARIA","CRISTINA MIRELLA"
"107","755","20180620","CARFAGNA MARIA ROSARIA","BERGAMINI DEBORAH"
"108","755","20180620","CARFAGNA MARIA ROSARIA","BIANCOFIORE MICHAELA"
"109","755","20180620","CARFAGNA MARIA ROSARIA","FATUZZO CARLO"
"110","755","20180620","CARFAGNA MARIA ROSARIA","GAGLIARDI MANUELA"
"111","755","20180620","CARFAGNA MARIA ROSARIA","GELMINI MARIASTELLA"
"112","755","20180620","CARFAGNA MARIA ROSARIA","GERMANA' ANTONINO SALVATORE"
"113","755","20180620","CARFAGNA MARIA ROSARIA","GIACOMONI SESTINO"
"114","755","20180620","CARFAGNA MARIA ROSARIA","MANDELLI ANDREA"
"115","755","20180620","CARFAGNA MARIA ROSARIA","MARIN MARCO"
"116","755","20180620","CARFAGNA MARIA ROSARIA","MAZZETTI ERICA"
"117","755","20180620","CARFAGNA MARIA ROSARIA","MILANATO LORENA"
"118","755","20180620","CARFAGNA MARIA ROSARIA","NISSOLI ANGELA"
"119","755","20180620","CARFAGNA MARIA ROSARIA","NOVELLI ROBERTO"
"120","755","20180620","CARFAGNA MARIA ROSARIA","OCCHIUTO ROBERTO"
"121","1682","20190314","BRUNETTA RENATO","BORGHESE MARIO ALEJANDRO"
"122","1682","20190314","BRUNETTA RENATO","BRUNO BOSSIO VINCENZA"
"123","1682","20190314","BRUNETTA RENATO","BURATTI UMBERTO"
"124","1682","20190314","BRUNETTA RENATO","CAON ROBERTO"
"125","1682","20190314","BRUNETTA RENATO","CASSESE GIANPAOLO"
"126","1682","20190314","BRUNETTA RENATO","CASSINELLI ROBERTO"
"127","1682","20190314","BRUNETTA RENATO","CATTANEO ALESSANDRO"
"128","1682","20190314","BRUNETTA RENATO","CENNI SUSANNA"
"129","1682","20190314","BRUNETTA RENATO","CIMINO ROSALBA"
"130","1682","20190314","BRUNETTA RENATO","CONTE FEDERICO"
"131","1682","20190314","BRUNETTA RENATO","D'UVA FRANCESCO"
"132","1682","20190314","BRUNETTA RENATO","DE FILIPPO VITO"
"133","1682","20190314","BRUNETTA RENATO","DE MENECH ROGER"
"134","1682","20190314","BRUNETTA RENATO","DI MAIO MARCO"
"135","1682","20190314","BRUNETTA RENATO","EPIFANI ETTORE GUGLIELMO"
"136","1682","20190314","BRUNETTA RENATO","FREGOLENT SILVIA"
"137","1682","20190314","BRUNETTA RENATO","FURGIUELE DOMENICO"
"138","1682","20190314","BRUNETTA RENATO","GADDA MARIA CHIARA"
"139","1682","20190314","BRUNETTA RENATO","GAGNARLI CHIARA"
"140","1682","20190314","BRUNETTA RENATO","GALLINELLA FILIPPO"
"141","1682","20190314","BRUNETTA RENATO","GOLINELLI GUGLIELMO"
"142","1682","20190314","BRUNETTA RENATO","GRIBAUDO CHIARA"
"143","1682","20190314","BRUNETTA RENATO","INCERTI ANTONELLA"
"144","1682","20190314","BRUNETTA RENATO","L'ABBATE GIUSEPPE"
"145","1682","20190314","BRUNETTA RENATO","LABRIOLA VINCENZA"
"146","1682","20190314","BRUNETTA RENATO","LATINI GIORGIA"
"147","1682","20190314","BRUNETTA RENATO","LOMBARDO ANTONIO"
"148","1682","20190314","BRUNETTA RENATO","LUCCHINI ELENA"
"149","1682","20190314","BRUNETTA RENATO","MAGLIONE PASQUALE"
"150","1682","20190314","BRUNETTA RENATO","MANCA GAVINO"
"151","1682","20190314","BRUNETTA RENATO","MANCA ALBERTO"
"152","1682","20190314","BRUNETTA RENATO","MILANATO LORENA"
"153","1682","20190314","BRUNETTA RENATO","NOVELLI ROBERTO"
"154","1682","20190314","BRUNETTA RENATO","OCCHIONERO GIUSEPPINA"
"155","1682","20190314","BRUNETTA RENATO","ORSINI ANDREA GIORGIO FELICE MARIA"
"156","1682","20190314","BRUNETTA RENATO","PELLA ROBERTO"
"157","1682","20190314","BRUNETTA RENATO","PELLICANI NICOLA"
"158","1682","20190314","BRUNETTA RENATO","PIGNATONE DEDALO COSIMO GAETANO"
"159","1682","20190314","BRUNETTA RENATO","POLIDORI CATIA"
"160","1682","20190314","BRUNETTA RENATO","ROSATO ETTORE"
"161","1860","20190521","SACCANI GLORIA","APREA VALENTINA"
"162","1860","20190521","SACCANI GLORIA","MARIN MARCO"
"163","1860","20190521","SACCANI GLORIA","MINARDO ANTONINO"
"164","1860","20190521","SACCANI GLORIA","PALMIERI ANTONIO"
"165","1860","20190521","SACCANI GLORIA","CASCIELLO LUIGI"
"166","1860","20190521","SACCANI GLORIA","SORTE ALESSANDRO"
"167","1880","20190531","NOVELLI ROBERTO","SAVINO SANDRA"
"168","1880","20190531","NOVELLI ROBERTO","PETTARIN GUIDO GERMANO"
"169","1890","20190605","DI LAURO CARMELA","PALMISANO VALENTINA"
"170","1890","20190605","DI LAURO CARMELA","SARLI DORIANA"
"171","1890","20190605","DI LAURO CARMELA","DORI DEVIS"
"172","1890","20190605","DI LAURO CARMELA","D'ARRANDO CELESTE"
"173","1934","20190626","DEIDDA SALVATORE","BUTTI ALESSIO"
"174","1934","20190626","DEIDDA SALVATORE","CIRIELLI EDMONDO"
"175","1934","20190626","DEIDDA SALVATORE","DONZELLI GIOVANNI"
"176","1934","20190626","DEIDDA SALVATORE","ROTELLI MAURO"
"177","1934","20190626","DEIDDA SALVATORE","ZUCCONI RICCARDO"
"178","1934","20190626","DEIDDA SALVATORE","VARCHI MARIA CAROLINA"
"179","1934","20190626","DEIDDA SALVATORE","SILVESTRONI MARCO"
"180","1934","20190626","DEIDDA SALVATORE","MOLLICONE FEDERICO"
"181","1934","20190626","DEIDDA SALVATORE","DE CARLO LUCA"
"182","1934","20190626","DEIDDA SALVATORE","GALANTINO DAVIDE"
"183","1934","20190626","DEIDDA SALVATORE","CARETTA MARIA CRISTINA"
"184","1934","20190626","DEIDDA SALVATORE","MASCHIO CIRO"
"185","1934","20190626","DEIDDA SALVATORE","CIABURRO MONICA"
"186","1934","20190626","DEIDDA SALVATORE","PRISCO EMANUELE"
"187","1892","20190605","INVIDIA NICCOLO'","BERTI FRANCESCO"
"188","1892","20190605","INVIDIA NICCOLO'","CIPRINI TIZIANA"
"189","1892","20190605","INVIDIA NICCOLO'","MASI ANGELA"
"190","1892","20190605","INVIDIA NICCOLO'","SCANU LUCIA"
"191","1892","20190605","INVIDIA NICCOLO'","SIRAGUSA ELISA"
"192","1892","20190605","INVIDIA NICCOLO'","TRIPIEDI DAVIDE"
"193","1892","20190605","INVIDIA NICCOLO'","VACCA GIANLUCA"
"194","1892","20190605","INVIDIA NICCOLO'","GIARRIZZO ANDREA"
"195","1892","20190605","INVIDIA NICCOLO'","PAXIA MARIA LAURA"
"196","1892","20190605","INVIDIA NICCOLO'","RIZZONE MARCO"
"197","1892","20190605","INVIDIA NICCOLO'","CUBEDDU SEBASTIANO"
"198","1892","20190605","INVIDIA NICCOLO'","CILLIS LUCIANO"
"199","1892","20190605","INVIDIA NICCOLO'","BERARDINI FABIO"
"200","1892","20190605","INVIDIA NICCOLO'","SUT LUCA"
"201","1892","20190605","INVIDIA NICCOLO'","AMITRANO ALESSANDRO"
"202","1892","20190605","INVIDIA NICCOLO'","PERCONTI FILIPPO GIUSEPPE"
"203","1892","20190605","INVIDIA NICCOLO'","TESTAMENTO ROSA ALBA"
"204","1892","20190605","INVIDIA NICCOLO'","CARABETTA LUCA"
"205","1892","20190605","INVIDIA NICCOLO'","PALLINI MARIA"
"206","1919","20190618","COLLETTI ANDREA","COSTANZO JESSICA"
"207","1919","20190618","COLLETTI ANDREA","DEIANA PAOLA"
"208","1919","20190618","COLLETTI ANDREA","SCANU LUCIA"
"209","1919","20190618","COLLETTI ANDREA","BERARDINI FABIO"
"210","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","BELOTTI DANIELE"
"211","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","BIANCHI MATTEO LUIGI"
"212","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","BILLI SIMONE"
"213","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","BINELLI DIEGO"
"214","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","BITONCI MASSIMO"
"215","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","BOLDI ROSSANA LIDIA"
"216","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","BORDONALI SIMONA"
"217","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","CANTALAMESSA GIANLUCA"
"218","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","CAPITANIO MASSIMILIANO"
"219","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","DE ANGELIS SARA"
"220","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","FERRARI ROBERTO PAOLO"
"221","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","FURGIUELE DOMENICO"
"222","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","GASTALDI FLAVIO"
"223","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","GAVA VANNIA"
"224","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","GERARDI FRANCESCA"
"225","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","GIACOMETTI ANTONIETTA"
"226","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","GOLINELLI GUGLIELMO"
"227","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","GRIMOLDI PAOLO"
"228","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","LUCCHINI ELENA"
"229","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","MACCANTI ELENA"
"230","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","MAGGIONI MARCO"
"231","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","MARCHETTI RICCARDO AUGUSTO"
"232","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","MOLINARI RICCARDO"
"233","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","MORELLI ALESSANDRO"
"234","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","PAOLINI LUCA RODOLFO"
"235","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","PICCOLO TIZIANA"
"236","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","STEFANI ALBERTO"
"237","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","TARANTINO LEONARDO"
"238","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","TONELLI GIANNI"
"239","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","PATASSINI TULLIO"
"240","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","CATTOI VANESSA"
"241","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","FOSCOLO SARA"
"242","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","LOLINI MARIO"
"243","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","MOSCHIONI DANIELE"
"244","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","DI SAN MARTINO LORENZATO DI IVREA LUIS ROBERTO"
"245","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","CAVANDOLI LAURA"
"246","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","TOMBOLATO GIOVANNI BATTISTA"
"247","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","TOMASI MAURA"
"248","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","CESTARI EMANUELE"
"249","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","BELLACHIOMA GIUSEPPE ERCOLE"
"250","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","POTENTI MANFREDI"
"251","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","MURELLI ELENA"
"252","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","PANIZZUT MASSIMILIANO"
"253","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","LEGNAIOLI DONATELLA"
"254","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","TATEO ANNA RITA"
"255","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","COMENCINI VITO"
"256","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","ZORDAN ADOLFO"
"257","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","RACCHELLA GERMANO"
"258","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","GUSMEROLI ALBERTO LUIGI"
"259","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","ZOFFILI EUGENIO"
"260","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","CECCHETTI FABRIZIO"
"261","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","GIGLIO VIGNA ALESSANDRO"
"262","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","IEZZI IGOR GIANCARLO"
"263","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","BONIARDI FABIO MASSIMO"
"264","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","DI MURO FLAVIO"
"265","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","CAFFARATTO GUALTIERO"
"266","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","DARA ANDREA"
"267","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","ANDREUZZA GIORGIA"
"268","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","COIN DIMITRI"
"269","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","FOGLIANI KETTY"
"270","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","BISA INGRID"
"271","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","DONINA GIUSEPPE CESARE"
"272","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","FRASSINI REBECCA"
"273","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","VALBUSA VANIA"
"274","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","PRETTO ERIK UMBERTO"
"275","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","ZICCHIERI FRANCESCO"
"276","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","PATELLI CRISTINA"
"277","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","COVOLO SILVIA"
"278","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","BADOLE MIRCO"
"279","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","PETTAZZI LINO"
"280","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","FANTUZ MARICA"
"281","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","TIRAMANI PAOLO"
"282","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","RIBOLLA ALBERTO"
"283","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","BAZZARO ALEX"
"284","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","GOBBATO CLAUDIA"
"285","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","VALLOTTO SERGIO"
"286","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","COLMELLERE ANGELA"
"287","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","DURIGON CLAUDIO"
"288","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","BUBISUTTI AURELIA"
"289","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","SUTTO MAURO"
"290","1929","20190621","PAGANO ALESSANDRO SARO ALFONSO","LOSS MARTINA"
"291","1945","20190701","BURATTI UMBERTO","MELILLI FABIO"
"292","1945","20190701","BURATTI UMBERTO","BRAGA CHIARA"
"293","1945","20190701","BURATTI UMBERTO","DEL BARBA MAURO"
"294","1945","20190701","BURATTI UMBERTO","DEL BASSO DE CARO UMBERTO"
"295","1945","20190701","BURATTI UMBERTO","FIANO EMANUELE"
"296","1945","20190701","BURATTI UMBERTO","FRAGOMELI GIAN MARIO"
"297","1945","20190701","BURATTI UMBERTO","GADDA MARIA CHIARA"
"298","1945","20190701","BURATTI UMBERTO","MANCA GAVINO"
"299","1945","20190701","BURATTI UMBERTO","MORGONI MARIO"
"300","1945","20190701","BURATTI UMBERTO","PEZZOPANE STEFANIA"
"301","1945","20190701","BURATTI UMBERTO","ROSSI ANDREA"
"302","1945","20190701","BURATTI UMBERTO","LACARRA MARCO"
"303","1945","20190701","BURATTI UMBERTO","IANARO ANGELA"
"304","2006","20190719","FOGLIANI KETTY","BIANCHI MATTEO LUIGI"
"305","2006","20190719","FOGLIANI KETTY","BILLI SIMONE"
"306","2006","20190719","FOGLIANI KETTY","CAPITANIO MASSIMILIANO"
"307","2006","20190719","FOGLIANI KETTY","DE ANGELIS SARA"
"308","2006","20190719","FOGLIANI KETTY","GASTALDI FLAVIO"
"309","2006","20190719","FOGLIANI KETTY","GIACOMETTI ANTONIETTA"
"310","2006","20190719","FOGLIANI KETTY","GRIMOLDI PAOLO"
"311","2006","20190719","FOGLIANI KETTY","GUIDESI GUIDO"
"312","2006","20190719","FOGLIANI KETTY","LAZZARINI ARIANNA"
"313","2006","20190719","FOGLIANI KETTY","LUCCHINI ELENA"
"314","2006","20190719","FOGLIANI KETTY","MACCANTI ELENA"
"315","2006","20190719","FOGLIANI KETTY","MOLINARI RICCARDO"
"316","2006","20190719","FOGLIANI KETTY","MORELLI ALESSANDRO"
"317","2006","20190719","FOGLIANI KETTY","PICCOLO TIZIANA"
"318","2006","20190719","FOGLIANI KETTY","LOLINI MARIO"
"319","2006","20190719","FOGLIANI KETTY","TOMBOLATO GIOVANNI BATTISTA"
"320","2006","20190719","FOGLIANI KETTY","BELLACHIOMA GIUSEPPE ERCOLE"
"321","2006","20190719","FOGLIANI KETTY","POTENTI MANFREDI"
"322","2006","20190719","FOGLIANI KETTY","PANIZZUT MASSIMILIANO"
"323","2006","20190719","FOGLIANI KETTY","LEGNAIOLI DONATELLA"
"324","2006","20190719","FOGLIANI KETTY","COMENCINI VITO"
"325","2006","20190719","FOGLIANI KETTY","ZORDAN ADOLFO"
"326","2006","20190719","FOGLIANI KETTY","GUSMEROLI ALBERTO LUIGI"
"327","2006","20190719","FOGLIANI KETTY","CECCHETTI FABRIZIO"
"328","2006","20190719","FOGLIANI KETTY","IEZZI IGOR GIANCARLO"
"329","2006","20190719","FOGLIANI KETTY","CAFFARATTO GUALTIERO"
"330","2006","20190719","FOGLIANI KETTY","DARA ANDREA"
"331","2006","20190719","FOGLIANI KETTY","BISA INGRID"
"332","2006","20190719","FOGLIANI KETTY","DONINA GIUSEPPE CESARE"
"333","2006","20190719","FOGLIANI KETTY","VALBUSA VANIA"
"334","2006","20190719","FOGLIANI KETTY","PRETTO ERIK UMBERTO"
"335","2006","20190719","FOGLIANI KETTY","PATELLI CRISTINA"
"336","2006","20190719","FOGLIANI KETTY","COVOLO SILVIA"
"337","2006","20190719","FOGLIANI KETTY","RIBOLLA ALBERTO"
"338","2006","20190719","FOGLIANI KETTY","BAZZARO ALEX"
"339","2006","20190719","FOGLIANI KETTY","GOBBATO CLAUDIA"
"340","2006","20190719","FOGLIANI KETTY","BUBISUTTI AURELIA"
"341","2006","20190719","FOGLIANI KETTY","SUTTO MAURO"
"342","1964","20190709","DEL SESTO MARGHERITA","CIMINO ROSALBA"
"343","1964","20190709","DEL SESTO MARGHERITA","GAGNARLI CHIARA"
"344","1964","20190709","DEL SESTO MARGHERITA","GALLINELLA FILIPPO"
"345","1964","20190709","DEL SESTO MARGHERITA","L'ABBATE GIUSEPPE"
"346","1964","20190709","DEL SESTO MARGHERITA","LOMBARDO ANTONIO"
"347","1964","20190709","DEL SESTO MARGHERITA","MAGLIONE PASQUALE"
"348","1964","20190709","DEL SESTO MARGHERITA","PARENTELA PAOLO"
"349","1964","20190709","DEL SESTO MARGHERITA","PIGNATONE DEDALO COSIMO GAETANO"
"350","1964","20190709","DEL SESTO MARGHERITA","CADEDDU LUCIANO"
"351","1964","20190709","DEL SESTO MARGHERITA","CILLIS LUCIANO"
"352","1780","20190416","CIRIELLI EDMONDO","BUTTI ALESSIO"
"353","1780","20190416","CIRIELLI EDMONDO","CARETTA MARIA CRISTINA"
